rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,rear bumper,"Fit our old, 1989 toyota one ton pickup perfectly.  Easy to install and drilled properly. Will update if new info would be useful.",[],B00CHD3MS0,B00CHD3MS0,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1502753212388,0,True
1.0,bumper front steel,"Worked with our old, 1989 toyota one ton pickup - BUT... the holes were not drilled properly.  Fortunately husband is a mechanic and was able to drill holes that would work.  UPDATED:  Bumper LESS than one year old.... completely rusted.  Waste of money and time.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51qjSQKyxlL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51qjSQKyxlL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51qjSQKyxlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51vLQQvt7OL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51vLQQvt7OL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51vLQQvt7OL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B009I6GNEE,B009I6GNEE,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1502753128285,5,True
5.0,BESTTEK 1000w power inverter,"Husband purchased for a job he was on.....  he reports that it is quiet, powerful.  Reports he has run his laptop, power tool chargers at the same time without any issues.  Reports he would totally purchase again.  Well worth the price for value.  I will update if he shares further info with me.",[],B007SLDDHQ,B007SLDDHQ,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1502212870451,0,True
4.0,Meguiars high shine tire gloss,"After I run through the auto wash, I pull over and spray my tires with this.  I like a shiny, new looking tire.  This provides a nice shine, but not super shine. It lasts until I go through the wash again... around 1 - 2 weeks. I do wish it was a bit shinier.  It is easy to use in the pump bottle, quick and efficient.  I keep in my car (Arizona) and it can get very hot.. so I didn't want a foam aerosal can.<br />Further, I did NOT receive compensation of ANY kind for my review.  My purchase is VERIFIED, full price, unsolicited, honest and 100% independent.  As are my reviews.  My reviews are completely my opinion, which may differ from yours.  I respect that.  I do my best to offer real, honest reviews to help other buyers. Happy shopping to all!",[],B0009IQXXG,B0BYKJ9JGL,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1473533270000,2,True
5.0,Small leather brush,"I purchased this brush as a &#34;suggested purchase&#34; with some leather soap.  It was good thing.  I really needed the brush.  The bristles are study, but softer... suitable for use with leather.  The handle is wood.  It is small... about 4 1/2&#34; by 2&#34;...  I good size for getting into your leather scrubbing task.  In my case, leather car seats.  All in all I was grateful I took the &#34;advice&#34; and purchased this brush!<br />I never hesitate to update my reviews should new info seems useful.  Further, I did NOT receive compensation of ANY kind for my review.  My purchase is VERIFIED, full price, completely unsolicited and 100% independent.  As are my reviews.  My reviews are completely my opinion, which may differ from yours.  I respect that.  I do my best to offer real, honest reviews to help other buyers. Happy shopping to all!",[],B00J7XSOLS,B00J7XSOLS,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1473468045000,54,True
3.0,Leather soap Aircraft,"I have a 2006 Lexus GX... it's old... I've had it since it had 3 miles on it.  The leather seats are totally solid - no tears or wear spots, in excellent shape for their age...really good quality leather.  But they do have the classic indigo &#34;denim blue&#34; on the edges.  I AM NOT a professional leather cleaner.... I just a regular person, so my review reflects a normal, regular person's experience using this product. Note: I also purchased a small, soft bristled brush that Amazon &#34;suggested&#34; with this purchase, NOT the seller - apparently the seller suggests some other type of brush. Please see &#34;comments&#34; to see what they recommend.  The brush is necessary if you ANY type of stain really.  I have included a few pics so you can see results for yourself.  It did fairly readily remove the browner, regular dirt stains... BUT the indigo blue, not really.  The &#34;after&#34; pics are post 6 applications and a LOT of scrubbing.  It really &#34;matted&#34; the leather too.  Fortunately I purchased a leather conditioner to use after cleaning. I highly recommend the conditioner whatever cleaner you use.  It worked on the door handle area well... less blue there expect where your knee would touch... I used exactly as directed on the bottle... you should know that they are suggesting a TWO microfiber rags... one wet and rung out... one dry. You spray, scrub, wipe with the damp rag, then with the dry rag. Tedious.  I happened to have some brand new microfiber cloths and they were pretty large.  Good thing.  You'll need to keep folding and folding away until you &#34;no longer see any stain lift&#34;...  It was just a lot of work even with a brush!  And wasn't completely successful in removing the blue hue. More successful on the less dirty door handle and panel area as I said before.  To be honest, I think I could have done as well with a mild detergent and warm water.  But hey, this does come with a handy spray bottle.  Comes down to whether or not you want to mix your own mild detergent in your own spray bottle. (which worked the same - despite what others may say or think) .... or go with this.  Up to you.<br />I never hesitate to update my reviews should new info seems useful.  Further, I did NOT receive compensation of ANY kind for my review.  My purchase is VERIFIED, full price, unsolicited and 100% independent.  As are my reviews.  My reviews are completely my opinion, which may differ from yours.  I respect that.  I do my best to offer real, honest reviews to help other buyers. Happy shopping to all!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/719sD+bPjZL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/719sD+bPjZL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/719sD+bPjZL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71UAmdR150L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71UAmdR150L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71UAmdR150L.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Z4CG8eFPL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Z4CG8eFPL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Z4CG8eFPL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71j5KI4Z8bL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71j5KI4Z8bL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71j5KI4Z8bL.jpg', 'attachment_type': 'IMAGE'}]",B003VSELWG,B075VBW3W7,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1473467875000,51,True
5.0,Mothers carpet and upholstery brush,"I purchased this carpet scrubber with some Blue Magic carpet stain lifter (please see my review of that product too).  The bristles are just right in my view... not too soft, but not too stiff to cause damage.  It is easy to grip with a &#34;pinch&#34; in the middle.... It is an effective carpet scrubber.  I should think that it will be effective on car mats and car carpet as well.  It is about 7&#34; long... about 3&#34; wide... the narrowing in the middle does make it easier to keep hold of it.<br /> I never hesitate to update my reviews should new info seems useful.  Further, I did NOT receive compensation of ANY kind for my review.  My purchase is VERIFIED, full price and 100% independent.  As are my reviews.  My reviews are completely my opinion, which may differ from yours.  I respect that.  I do my best to offer real, honest reviews to help other buyers. Happy shopping to all!",[],B001GJ3E5C,B088KDZXJ8,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1473364570000,12,True
5.0,sunglasses holder,"I have several of these... the best thing I can say about this particular style is that you can use one hand AND it keeps the glasses up high, out of your line of sight.  I wouldn't hesitate to recommend these.  The double, pictured and purchased here is about 5 inches long (eye balling it) and easily clips 2 pairs of glasses.  It is a matte black.  I never hesitate to update my reviews if new info would be useful.  Further, I do NOT receive compensation of ANY kind for my reviews.  They are VERIFIED, full price, independent purchases.",[],B00YVQD4A2,B0BXFRKRJ1,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1470875284000,3,True
5.0,Car side pocket,"I have a 2015 Kia Optima GI.  These fit perfectly without the foam pad that is included. It is one slot... about 3&#34; deep from front to back - meaning one depth... the photo is a bit misleading the way it is presented with things standing straight up and on their sides.  My seat moves back and forth as I get out and I manually moved the seat in and out several times to see if the pocket would become dislodged... it did not at all.  It easily moved with the seat.  It will be nice to have a place to put my cell phone that doesn't block controls and will be easy to find.  It is nice because it does not collapse when put into place.  It is easy to remove and dump out dust, crumbs or anything that might have &#34;dropped&#34; in.  I never hesitate to update my reviews if new info would be helpful... Further, I do NOT receive compensation of ANY kind for my reviews.  This is a VERIFIED, full price, independent purchase.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81B4cR9b0QL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81B4cR9b0QL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81B4cR9b0QL.jpg', 'attachment_type': 'IMAGE'}]",B00S8A0932,B00S8A0932,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1470875128000,83,True
5.0,Iron brick truck,"My husband is a project manager, managing projects all over the world.  He uses these types of trunks to ship and secure his tools, safety equipment and other job items.  He reports that this one is particularly good as it is sturdy.  It has wheels on one end and can be secured with padlocks. I don't really have much other info on it from him... however, I never hesitate to update reviews with new info that might be useful.  We have prime, but this was not a prime shipped item and it took about 10 days to arrive on job site in Texas.  We do NOT receive compensation of any kind for our reviews.",[],B00J4XMJ7Q,B00J4XMJ7Q,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1466560955000,9,True
5.0,for suede investments,"Bought these for my Ugg boots and other suede shoes I have.  After 2 reasonable doses, they repel water easily and are easier to brush off.  If you have an investment in suede, this stuff is worth the price and effort.  Also, I have treated 3 pairs of boots and still haven't gotten through one can. I always update with any issues.",[],B013GXL5OC,B013GXL5OC,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1449083109000,1,True
4.0,"Nice, compact set","I purchased 2 sets, one for each of our vehicles.  There are 3 lights in each set and they are small, but fairly bright.  I am storing the batteries in a baggie (not in the lights themselves) and then inside the carry case they come with.  The case is handy and I think one of the best things about this set. Keeping them all together and easy to get a hand on is good. The lights themselves are very lightweight.  The batteries, which are NOT included, do add a little weight, but I am concerned about whether or not they will be heavy enough to stay put on a road in a rainy or icy or windy weather...?? It would be nice if they weighted the bottoms quite a lot.  However, I also think in the long run, it is better than nothing.  Will update with any wear or other issues.",[],B000LQ78YY,B000LQ78YY,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1438015686000,3,True
5.0,"bright, beautiful purple","I bought these to match some really beautiful purple butterfly luggage I purchased for my mom.  They are a perfect match.  As shown, they do have a 3 number code for you set. They are quite heavy and I think will last a very long time.",[],B000XWQKVS,B000XWQKVS,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1428122474000,0,True
3.0,Bummer,"I was looking for something that would CLEAN my lighter tan leather in my Lexus SUV.  I was really disappointed in this conditioner/cleaner.  I think it may be more &#34;conditioner&#34; and way less &#34;cleaner.&#34;  It did remove SOME darkened leather (edges where your jeans touch, etc), but ONLY after a HUGE amount of rubbing and cleaner.  I will not be this product again and will continue searching for something that is really a leather cleaner.  OR  just try to &#34;like&#34; the darkened leather as it ages.",[],B0002V9IFU,B0CDCNRSGQ,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1396297181000,2,True
5.0,tool travel,"My husband needed some really heavy duty duffels that he could use to ship his tools and work supplies with.  These, according to him, are perfect.  They are very heavy duty and have survived two &#34;shipping&#34; without incident. Husband reports they are larger than he expected but that was a good thing.  If you are looking for heavy duty duffel for shipping or storage, these should fit the bill.",[],B000E7WLJW,B000E7WLJW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1365269478000,1,True
1.0,"Does not work, car would not except, to cheap to bother returning.",Did no work on vehicle it claimed it would,[],B0777SJ3ST,B0777SJ3ST,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1649347714446,0,True
5.0,Awesome,"My 2007 Ridgeline would pull to the left after turning left and then after a while stop. I changed the caliper and then ordered the strut assemblies , install and it fixed the problem, they sent sway bar links included and its a good thing, had to cut them off. In all I am very very happy.",[],B07X1Z6ZYG,B07X1Z6ZYG,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1642285762305,0,True
1.0,not impressed,"very low quality, could have printed one myself",[],B078MCN7RP,B078M73D6G,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1642285581197,1,True
1.0,Did not work,"Bought to remove tree sap from car, didn't work at all",[],B00E4XWNY0,B00E4XWNY0,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1631918497556,0,True
5.0,Five Stars,"works great, you can tell it is well built. would buy again",[],B0036E9VB6,B01HB1KM08,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1509555041805,0,True
5.0,Five Stars,used the last two years and they work great,[],B002KQ86EY,B01MT7ZO0S,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1460724281000,0,True
5.0,"They work great, used them now through two years and had ...","They  work great, used them now through two years and had no problems",[],B005TU62DU,B005TU62DU,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1460724253000,0,True
5.0,Five Stars,"fixed the problem, quick shipping and got what was advertised.",[],B0049EH05Q,B0049EH05Q,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1460723782000,0,True
5.0,"love it, awesome for the price","Have a vtx 1800 and it is setting on this jack for the winter. love it, awesome for the price !",[],B002M9W7RQ,B002M9W7RQ,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1421930089000,1,True
5.0,Great gift!,Great quality and price!,[],B011VJLEFI,B011VJLEFI,AE2TA5GQH4JI5RQ4W5H5PQOVYBGA,1610813067558,1,True
5.0,Cup holder,Worked great,[],B00ARUPXTQ,B00ARUPXTQ,AHFURURV4H35BXUUTXYMJYA36CTQ,1580948255602,0,True
3.0,Seat cover,Seat covers doesn’t stay.,[],B07KLZDMQ9,B0B21GD1QL,AHFURURV4H35BXUUTXYMJYA36CTQ,1579280894113,0,True
5.0,Spray,Works great,[],B07HLXMHG7,B07HLXMHG7,AHFURURV4H35BXUUTXYMJYA36CTQ,1563638649356,0,True
5.0,Parts,Fit perfectly,[],B06XSTBBS4,B06XSTBBS4,AHFURURV4H35BXUUTXYMJYA36CTQ,1555609089982,0,True
5.0,Five Stars,Perfect fit.,[],B0067F3R3O,B0067F3R3O,AHFURURV4H35BXUUTXYMJYA36CTQ,1511628289300,0,True
5.0,Five Stars,My honey loves his need tool.,[],B00030BFQA,B00030BFQA,AHFURURV4H35BXUUTXYMJYA36CTQ,1483045370000,0,True
5.0,Five Stars,Fit perfectly.,[],B004GCBZMU,B004GCBZMU,AHFURURV4H35BXUUTXYMJYA36CTQ,1483045342000,0,True
5.0,Five Stars,Worked out great.,[],B004GCAKYE,B004GCAKYE,AHFURURV4H35BXUUTXYMJYA36CTQ,1483045330000,1,True
4.0,Four Stars,Worked great,[],B000C9GYOA,B000C9GYOA,AHFURURV4H35BXUUTXYMJYA36CTQ,1470853460000,0,True
1.0,Starter,"The starter would have been a good deal, if it had not been defective. I wanted a simple exchange for a new one but company does not allow a exchange you have to do a complete refund and order again, wish this company would allow an exchange, so you have less down time, too much lost time, we'll see how the next one is.  Update: January 3 2021- it's a week later and the new starter arrived 5 days before expected, and it works perfectly, it's not defective, hopefully it will last a while, fits a 2000 ford Taurus perfectly and only a 30 minute install.",[],B01HJA07NI,B01HJA07NI,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1641132117982,0,True
5.0,Purolator F65455 Fuel filter,"It worked perfectly for my 2000 ford Taurus, including the clips.",[],B000C6MMDK,B000C6MMDK,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1639402467655,1,True
5.0,Loctite super glue ultra liquid,Best glue ever works in minutes and holds tight!,[],B007KRPC5E,B07799DSKV,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1586038808998,0,True
1.0,Product was used…,Was so excited to get this but the product had been used so I’m returning it.,[],B07MKSP49L,B0C8V52BLR,AFETVW7S5M4LVJ7GTWPCKT7S3YBQ,1673194796030,0,True
1.0,Horrible,It took me forever to install and when I got it installed it’s not easy to actually get my purse into. I loved the idea of it but I wish I could return it. I have a shoulder bag that isn’t that big and it doesn’t really fit. You would need a VERY small purse to have it fit in the net. I also think ease of installation depends on the model of your car.,[],B07QZ2LLN4,B08XB77JG3,AFETVW7S5M4LVJ7GTWPCKT7S3YBQ,1639897958791,4,True
4.0,Works great for minor scratches,"Really great product. I heard about this from a man who owns a glass company in my area. It removes minor scratches in glass tables tops or any glass surface. Hard to believe a cream polish can do that, but it works well. The scratches can’t be too deep (if your fingernail can catch the scratch then this probably won’t work). But for surface scratches it works really well.",[],B005M26N16,B005M26N16,AFETVW7S5M4LVJ7GTWPCKT7S3YBQ,1537147742948,12,True
4.0,Four Stars,Awesome,[],B0037ZAV40,B0037ZAV40,AFKSYG2XHOCLCVDDKEZMWQTFFG7A,1409150314000,0,True
4.0,Great buy!,It does a nice job.  Let's me use some attachments I bought for my car around the house.,[],B07JGS8CN2,B09LLRCLC1,AFANVB6MPHJTCTFOVIEBKLWZ2GVA,1583996887732,0,True
5.0,Bright as daylight,"Just installed these LEDs for the New Year & it's looks like daylight even when it's pitch black outside.  The install was a pain because my vehicle requires the removal of the entire front bumper, which has nothing to do the actual install of the bulbs.  But, the directions for the install of the LEDs we're very clear & gave specific instructions on the actual installation of the bulb.  The directions on where to place the driver could have been a bit more specific, but maybe I'm being a bit picky.  I just hope I got everything right in my install, because I don't want to have to remove the bumper again for another install.<br />The overall result of converting to these Fahren LED Headlights has been super bright headlights which offer me great and clear vision on the road.  I just hope that they last for a very long time. At this moment I highly recommend them to everyone!",[],B07X86WFKW,B0C7CCR7PL,AFANVB6MPHJTCTFOVIEBKLWZ2GVA,1577972465805,2,True
4.0,It's Like Daytime,"Just installed these LEDs for the New Year & it's looks like daylight even when it's pitch black outside.  The install was a pain because my vehicle requires the removal of the entire front bumper, which has nothing to do the actual install of the bulbs. But, the directions for the install of the LEDs we're not in English and did not give specific instructions on the actual installation of the bulb. The overall result has been super bright headlights which offer me great and clear vision on the road.  I just hope that they last for a very long time. At this moment I highly recommend them to everyone!",[],B07J12B252,B07J12B252,AFANVB6MPHJTCTFOVIEBKLWZ2GVA,1577971550763,1,True
5.0,Cheaper than the dealer a s easy to put in yourself!,Make sure you have the right part number. But easy to do yourself.,[],B098DGRZGV,B098DGRZGV,AH4VGTN3VWRIESJMI4VGQHSQ4KRA,1635720696481,0,True
1.0,Does not stick to my car,Doesn't stick to my car,[],B07WNNL5VK,B0BDKRG52L,AGF42GID7QWDCNFTJRCTMKAITJJA,1641661263713,0,True
1.0,Broke easy,Broke before I could even use it in the trash it went,[],B01BUMHHWA,B0CD1C7ZMD,AFPIWRC7U5TIT7ZTT67WUPX37HTQ,1582417463986,0,True
5.0,Exactly what I needed,"I almost gave up and then I found this one. Most neck cushions push my head and neck forward. I'm 5'2&#34; and my head barely touches the lower third of the headrest in my Ford Escape. With this neck cushion, my neck and head are gently supported and I don't have that empty space behind my neck. It's the perfect fit. The cushion is designed with two straps and I just placed one of the straps around the two metal headrest bars allowing the cushion to rest between the top of the seat and the bottom of the headrest.",[],B0183FFQRK,B0183FFQRK,AGD53FZJLNU4UOJE43EZTFFDJYTA,1498431776592,5,True
5.0,Perfect!,This trash can is the perfect size! Large enough to be functional and small enough to not be cumbersome. I also love the netted pockets on the outside allowing placement of extra water bottles. Great product-very well made!!,[],B01IA93BJ4,B01IA93BJ4,AGD53FZJLNU4UOJE43EZTFFDJYTA,1497204802629,0,True
5.0,Very satisfied,Great quality! Arrived in great condition. Exactly what I wanted.,[],B01M4JZZ50,B01M4JZZ50,AGD53FZJLNU4UOJE43EZTFFDJYTA,1493499480000,0,True
2.0,Adjustable tray,I would have give a 5 star rating but it doesn't adjust with that being said Im using it in my trailer the drawers are not very wide so it works there,[],B001D9FQT2,B08GZDVN4F,AGA3VBG56LW5VBDMWXE23N4PG2IA,1603060466503,0,True
5.0,Comfortable,Very well made and comfortable.  Not like the cheap ones I've bought In the past.  Genuine comfort.,[],B07VCWZ5LX,B0BMVCS4JB,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1639328228768,0,True
5.0,Excellent Quality,Absolutely love the quality,[],B0956JM8VQ,B0956JM8VQ,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1630015099959,0,True
2.0,Smells good but no shine,Smells great but doesn't give much of a shine. Disappointed..,[],B003L35EWM,B0874X62N6,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1583928637791,0,False
5.0,Excellent Product and Company.. A+++,Excellent product.  Can't wait to put them on my truck and show them off.,[],B07N48HH3S,B07N48HH3S,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1582402085249,1,True
5.0,Quality Product,Looks Amazing.. Great Quality,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wPS79q74L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wPS79q74L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wPS79q74L.jpg', 'attachment_type': 'IMAGE'}]",B071JQ6D69,B071JQ6D69,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1578878639303,0,True
5.0,Yes Yes,Awesome product,[],B0112V50FU,B0112V50FU,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1572840354978,0,True
2.0,Not Dependable,Product only last less than a year. Being a storm Chaser.  It went out at a bad time..,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xDavvBcZL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xDavvBcZL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xDavvBcZL.jpg', 'attachment_type': 'IMAGE'}]",B0009JB7GI,B0107FGC1I,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1551737480626,0,True
1.0,Great Product,Super Bright and easy Hookup.. didn't even last a year and it went out.. only works part time when it wants to now.,[],B0091XUAY8,B0091XUAY8,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1551737454820,0,True
5.0,Great product,Very good quality..,[],B0003041VG,B07BTCZNMM,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1538837350426,0,True
2.0,Nice for emergency use,Don't last long.. replaced plugs and coilpacks at the same time.. already needing replaced,[],B00KEZ2O6Y,B00KEZ2O6Y,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1510438634428,4,True
2.0,Great for emergency need,Nice but don't last long.. changed all of them and plugs.. already having issues and having to replace a couple,[],B01FADHE9Q,B01FADHE9Q,AH23K7IAT3VTGWZJQFPHVIT4HLSQ,1510438578873,1,True
5.0,Five Stars,Fitment perfect. Looking forward to winter now.,[],B00B2Q0YV6,B00B2Q0YV6,AETYVC5S7SOJMIM3HICSMEY4N67A,1475027493000,0,True
5.0,Yes it will fit a 2023 Mazda CX5!,"I purchased this in hopes it would fit my brand new 2023 Mazda CX5 and it does! Great price point compared to the manufacture wanting $250 for ""theirs"" - very happy!","[{'small_image_url': 'https://m.media-amazon.com/images/I/71juvEcgFUL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71juvEcgFUL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71juvEcgFUL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B083KB893P,B083KB893P,AFXDYTFXJLX4YG3UD7W23W7Z5Y4A,1665877524405,1,True
5.0,Worked like a charm!,"I have a Tuxedo Black Metallic Ford Focus and after a terrible windstorm in SoCal my neighbor's white metal awning flew apart and hit the side of my car leaving white paint marks. After getting a ""I'm not really sorry about your car, but sorry"" from my neighbor and finding out he had no homeowner's insurance I needed to find a solution. This worked, thank God.",[],B07HNHC828,B07HNHC828,AFXDYTFXJLX4YG3UD7W23W7Z5Y4A,1643207499488,0,True
4.0,I had to trim the rear ones down so they would fit (they were too wide) I was able to make the front ones fit just fine. Overall,"Purchased these for my 2014 Focus SE Hatchback, I had to trim the rear ones down so they would fit (they were too wide) I was able to make the front ones fit just fine. Overall, they are a good price and very heavy duty.....",[],B019ZYXHUQ,B019ZYXHUQ,AFXDYTFXJLX4YG3UD7W23W7Z5Y4A,1508977262967,0,True
5.0,Fits great,Nice good quality and comfortable,[],B072YW7JJ1,B072YW7JJ1,AF2FTNKCY6XY67BKBUO4BNJRZ4XQ,1562626988357,0,True
5.0,Price is great and the quality,Do not hesitate this tire is great,[],B0968M1SYZ,B0968M1SYZ,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1639256737263,0,True
5.0,Perfect.,"Great service from Amazon my body shop still had not called me, I went on Amazon and toy shock i go 2 day delivery, Amazon was faster by 5 days from what I thought. Good price. Walmart installed it for $12.00. I tell everyone everyday that I am so satisfied with my purchases from Amazon. I just received my 2nd one 5 days early.",[],B01DWKTS66,B01DWKTS66,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1638851817626,0,True
1.0,Did not fit my VW,Entity to small does not even stretch an inch not even with a men strong hands,[],B073VG15NM,B073VG15NM,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1619675329005,0,True
5.0,3rd order,"No one stocks these VW tires I always carry one with me and these tires are great quality for the money. My other car has quality tires from Amazon sellers, I am always satisfied. This tire arrived within 2 days and it was Xmas day yesterday,",[],B00GP4PEE2,B00GP4PEE2,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1609001843867,0,True
5.0,Pleasantly surprised,"I drive a 2 door red VW GTI replaced the original floor mats.  I worried about the how heavy they were. I love these mats, my car looks so nice and bright, getting rid of these black mats which came with the car was not bad. My car looks like a women with great lipstick which makes it shine, I am glad for Amazon who offers such different products and always stands behind the products. Thanks again I am super pleased.",[],B01EW0ARXI,B01NGYTBDE,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1589941757725,0,True
5.0,Quick and great,"I had a tire on my VW which had a slow leak, could not find a tire for under $100.00(I do not drive much) This tire came in 2 days was delivered at 5 PM I drove to the Tire Kingdom to have it installed,  Employee was shocked what great quality this Amazon tire is. The manager felt bad because he refused to give me a good deal 3 days ago, I got Amson tire installed free because ""The Tire Kingdom"" should have made it good for me since the tire was only 5 months old. Thank you Amazon for a great tire. Love Amazon.",[],B07BQX24BY,B07BQX24BY,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1576201274933,2,True
2.0,Nice material but does not fit tight.,"Nice for the money, but does not fit tight or can be fitted in a VW GTI. I use it on the driver side, it does not fit, it has to be pulled every time I enter the car. It might fit well with other cars. The size is OK but it can not be fitted tight.  I get harassed every time my husband sits in my car. I just smile because what do I expect for the money.",[],B073W65W52,B073W65W52,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1530155475826,0,True
5.0,Terrific American invention for a wax.,"I got a panic attack when I could not find it at Walmart after 4 years using this. I am an immigrant and as you know we Germans love our cars. I drive a red VW GTI, I love it and never washed it with brushes and I keep it clean. I live in Florida, the sun is hot this product is unbelievable for protection you can apply it in the sun. No streaks, car shines like new, no bugs or mud will stick to it. I spray it every other day when I use it and it shows the slidest signs of dust, I can not say enough dust does seem to clink. I called the mfg. of Lucas and he told me Amazon sells it. I will tell you 1 bottle last you 10-12 months on a small car. My wife drives a  Mercedes she has this bottle in the trunk, her car is 9 years old blue and looks like new. Always use cotton towels if you apply it, it will not do well with other materials, my old towels get washed and reused. I would pay $50.00 a bottle that how much I love it. Nothing on the market compares. Your car stays new.",[],B001JT5JVQ,B07JL8PLMS,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1526082574001,2,True
5.0,Just a great quality product,"Just a great quality product, I own two German cars and this makes a nice touch in my back windows. It is thick and looks expensive. This company makes many great products.",[],B004RION6S,B004RION6S,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1414189319000,0,True
