rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,samsung charger set,I have an older samsung tablet that will only charge with samsung brand charger cords.  Eh.  I know.  But these do work when others don't.  You get 2.,[],B07RGCWV9Y,B0952VLDDK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1623962855939,0,True
5.0,battery bank,"Husband has an Iphone, I have a samsung.  My samsung lasts 2x as long as his and my phone is older!  But... having said that - this battery bank is for him to be sure his Iphone lasts all day.  Of course it will charge pretty much anything you can plug into it.",[],B084VS693G,B084VS693G,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1615518847113,6,True
5.0,plantronics headset,This is my husbands headset of choice and this is about the 3rd time we've purchased one... they last about 2 years.  He has a work cell that is an Iphone (can't remember the number) and this is the headset that he always come back to.,[],B00DQ5NU76,B0092KJ9BU,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1606694183779,0,True
5.0,"stylus, multi colors","These are great!  They work wonderfully - and BONUS - they are ink pens as well.  Just click the top to pull down the ink pen.  Re click to hide the ink pen tip - and viola!  Stylus again.  You get 7 - bright and individual colors.  I loose my stylus pens all the time so I decided to buy a multi pack this time - but also, they stylus part doesn't work for ever - they sort of wear out.  So again, a multi pack is a good choice.  I never hesitate to update my reviews should new info seem useful.",[],B071NS25WL,B07VZVSQ23,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1590901734474,1,True
5.0,C adapter,"If you're like me, you have a lot of the micro cords, purchased a new phone that NOW uses the larger C usb.  Well - these are a really great option.  I still have devices that have the micro tips so these adapters are for me a great options.  I keep one in my car... one in my purse... They are handy and work perfectly.",[],B07C5FXBB6,B07C5FXBB6,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1586717280547,0,True
5.0,type C charging cords,"So far, so good.  They work well with my Galaxy tablet and my samsung S10+ - charging them.  I never hesitate to update my reviews should new info seem useful.",[],B07Q4TNJFK,B07Q4TNJFK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1586388258687,0,True
5.0,car vent cell phone holder,"I have a 2019 Lexus RX... this fits on the vents easily.  There is a clip (that attaches to vent) with two ways to tighten the holder to the vent - one is for thinner plastic vents and the other side thicker plastic vents.  I think it will work for most vents (not circular shaped vents).  I have samsung galaxy S10+ and it holds my phone.  You can turn it a bit from side to side, not so much up an down.  I like it.  Keeps my phone where I can glance at it when using the map app - even tho my car has nav - I prefer the ease of use of my phone map app - as many of us do.  I never hesitate to update my reviews should new info seem useful.",[],B073R68TSH,B073R68TSH,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1585239659786,1,True
5.0,cigarette lighter usb charger,"I wanted a usb charger for the back seat of my 2019 Lexus RX for when my grandsons are in the car and need to charge their tablets.  It works perfectly - so far- and fits in the cigarette lighter, fairly flush.  I never hesitate to update my reviews should new info seem useful.",[],B07XJTT9WG,B08XQKQ9WR,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1585237953532,1,True
3.0,cigarette lighter split charger,"I was disappointed that it stuck so far out of the main plug .. and it doesn't stay in - no matter how far you try to push it in.  In the end, it was not a functioning plug in for me.  Also, the photo indicated you get 2 spare fuses, but it only came with 1.  Misleading.  I just dropped it in the donate pile.  It might work for someone, but did NOT work in my 2019 Lexus RX.",[],B07FDQLL7K,B07FDQLL7K,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1585237655009,0,True
5.0,galaxy tab charger,"I have a galaxy tab 2 and for some reason the after market charger cords I have been purchasing just haven't worked.  So I thought I'd try this - it worked better than any of the other cords.  So I purchased one for home, one for travel. The cord and plug in box are white.  I never hesitate to update my reviews should new info seem useful.",[],9784235951,B01LLLISAK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1569557212320,1,True
5.0,bright orange watch band,"My husband is all about safety colors and this band fits his needs.  BRIGHT safety orange.  Too each his own.  It's a woven material and pretty tough.  We buy several  - cause once they are dirty, it's really time to unhand them.  He changes them about 1x per year.  Easy to install with the type of watch he has - read the info carefully to make sure you get the right width and you're set.",[],B07KW8TVD7,B08GK8FP2C,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1565065572422,0,True
5.0,toy Iphones,"Obviously these phone DO NOT work... They are just shells/pretend.  I purchased 2 of these for my grandsons who asked for them (they know they don't work)... they are weighty... glass and metal. Very realistic.  I did purchase a clear silicone cover for both - as they are glass fronts. I chose the gold and gray... with ""color"" screens - instead of the black.  Very realistic if you glance at them or hold them.  They boys (5 and 8 years old) are thrilled and play with them all the time.  It's comforting to me to know they don't actually work.  And this will be entertaining for probably 1 or 2 more years if I am lucky!  I never hesitate to update my reviews should new info seem useful.",[],B07H92HJ2H,B07H92HJ2H,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1559946665304,0,True
5.0,fitbit 3 chargers,"I needed a travel charger so I didn't have to worry about losing the one that I have.  In this purchase you get two, they are black.  So that is perfect.  I have a charger everywhere I need one.  They work well. I haven't noticed any issues, however, I never hesitate to update my reviews should new info seem useful.",[],B07JF54TRK,B07JF54TRK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1558148557750,0,True
5.0,dash mount cell phone holder,"I have a 2006 Lexus GX and a new Samsung S10+ - fairly large and heavy phone...  I have a very slightly textured dashboard that has a slight slope.. I did try on the slight slope - it didn't hold with the weight of phone, even after waiting overnight to try it.  However, once I placed on the more flat area (slightly higher than the slope) it has worked. It covers about 1/3 of the vent - not a problem for me.  You'll want to follow the directions carefully for attachment to be successful.  It comes with 2 loose metal pieces for the magnet attachment - one large rectangle shape and one medium size round.  They have stickers on one side, I attached to my case and not my phone.  I had to stop using my cordless charger as my phone got really hot as charging - I am thinking the metal piece?  I'm not a tech wiz...- No problem with cord for charging.  Could be a faulty cordless charger too.  I plan to test that theory later.  The magnetic is very strong - holds phone securely.  The magnetic connection has a pivot - so you can move phone to best position. I like it - however, having said all that - I never hesitate to update my reviews should new info seem useful.",[],B01NCSRTK7,B0C7L26JPJ,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1556487111835,1,True
1.0,phone rings,The edges are SHARP.  Too sharp to use on your finger!  I thew them away.,[],B074Z7C9BW,B074Z7C9BW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1554340560470,0,True
4.0,phone grip,"Just got my new Samsung S10+... I got a cover.  I have watched others using the finger grip... I wasn't sure if I would like it.  After trying several different kinds... (the ring was the worst - the edges were sharp and it was very uncomfortable) and I like this version.  I hold the phone in my left hand, using the pop up grip and use my right hand to navigate and use my phone... I am not a ""thumber""  You can stand you phone up with this one.. it pops out in about 3 different heights.. I like that because I can keep my phone off the table or other surfaces that might not be clean.  The design I chose sort of matches my cover... the ONE down side is that I cannot use my cordless charger.. for whatever reason, I am guessing it's because the grip lifts is just enough off the stand and it doesn't make contact.  Eh.  I got tired of taking my cover on and off every night, so I went back to cord charging.  I purchased another cover so I could go back to the cordless charger and not use the grip - but for now I am liking it.  I don't spend a huge amount of time staring at my phone (I don't twitter, you tube, etc).. but if you do, these really do relieve some tendon stress in my opinion.  Another note: once you peel off the sticker and place it on your outer case, whatever that is, you will NOT be removing it or moving the grip.  It's on - permanently.  So be certain about where you place it.  Having said all of that, I never hesitate to update my reviews should new info seem useful.",[],B01N4P2MHW,B01N4P2MHW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1553918628415,0,True
2.0,s10+ case,"I am so disappointed... the case print is on the OUTSIDE of the case.  That'll last about 10 days in and out of my purse - trust me on this - I've experienced it.  It's been awhile since I had a new phone and I forgot to ask that very important question.  Meh.  I will put it away for an ""emergency"" backup case... but how often does THAT happen?  Too bad.  The flowers are pretty.",[],B07N2TZ952,B07N2TZ952,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1552424166035,1,True
5.0,samsung galaxy s10+ cover,"I just got my brand new Samsung Galaxy s10+ - and this the same cover I loved and used for years on my galaxy s7!  I love the print.. I love the look.  Here's the thing... the best part about this cover print?  Its printed on the INSIDE!!  That means the print will STAY on a LOT longer than those that are printed on the outside of the case.  Trust me on this.  In any case, I am thrilled that the print I loved for all these years, the reliability of the case and funtionality is still available to me.  I have the black phone.  So the print really shows nicely.  I mostly use wireless charging platforms, and it easily charges through the case without any issue. When I have plugged into the phone with my car cord, no issues - stays plugged in while in the case. LITTLE TIP:  I actually put the little SD ""key"" inside the case as it usually gets lost -  it fits easily inside the case, is fairly hidden in the print and doesn't move around.  The case is firm, but not brittle plastic.. it's a bit rubbery so it fits the phone perfectly and protects from the daily bumps and grinds with a little lip/edge and reinforced at the corners.  It does NOT hinder the function of the phone at the edges at all.  I love it.  Having said all of that... I never hesitate to update my reviews should new info seem useful.",[],B07MTHYR52,B07MTHYR52,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1552423971475,12,True
5.0,battery bank,"Purchased two of these... a few weeks a part.  One I take with me in my purse for emergency tablet or cell phone charging... the main reason for purchasing this was to run my art light board.  It comes with a a kind of wanky cord, so I replace with a sturdier, better quality braided cord.  My cord is also shorter which works better for me.  It takes quite a bit of time to fully charge the first time, seems like less now... but maybe I don't let it get completely drained before recharging.  In my use... the light board takes very little power so it lasts and lasts and lasts.  I have used to charge my cell (samsung galaxy s7) once... quickly and fully with plenty of charge remaining - again, I use my better quality cord. It is about the size of a deck of cards - maybe slightly larger.  It is about 3/4&#34; thick... and it weighs a fair amount, but, compared to some others I purchased a few years ago, this one is so much smaller and lighter.  If you need a battery bank... I would feel comfortable recommending this one.  Having said that... I never hesitate to update my reviews should new info seems useful... we'll see about longevity.  I've only had my two for a relatively short time.",[],B0194WDVHI,B01B14ANLY,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1537895489541,0,True
2.0,selfie stick,I have a samsung galaxy S7.  It was fairly easy to set up... and use... but the stick is so heavy... awkward...  it was awkward to position and set the best pic... and it didn't really work as well I feel it should have.  So... it sits on the shelf in my closet.  I used it once.  I'm sorry.  I didn't like it.,[],B00W77LAAI,B0BNHPBT2L,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1536974534591,0,True
4.0,Micro tip stylus,"I purchased these originally to use with my tablet.  It is a set of three pens with extra tips and cords to attach to your device via the headphone jack (?) The tips are a soft metal like mesh... they do work on everything I have tried... my cell phone (Samsung Galaxy S7) and my various Amazon kindles and my Samsung notebook.  The tip is pretty big (wide) so it's not for fine art... They work.. but I don't really &#34;love&#34; them so I can't really rate them a &#34;I love them&#34; 5 star item, but to be fair, they work!  I would prefer a narrower tip.. it is nice to have the spare tips, but since I would prefer a narrower tip, I probably won't use them.  I never hesitate to update my review should new info seem useful.",[],B074MB231P,B07CMG8PB4,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1535410796941,2,True
5.0,Fitbit Flex 2 chargers,"Obviously I have a fitbit flex 2... I needed the spares for travel and several different places.. so far so good. These are &#34;after market&#34; and a LOT cheaper than buying from fitbit directly... However, I never hesitate to update my reviews should new info seem useful.",[],B01MSZQ2HC,B01MSZQ2HC,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1534265396280,0,True
5.0,outlet/usb power strip,"This is as good as it looks.  We all need outlet ports AND USB charging ports any more.  This is a great addition to any room - I purchased for our guest room.  It's perfect in size and shape. It's about 8&#34; or so long  about 2 1/2&#34; wide - has 3 electrical outlets and 4 USB ports. There are covers to pop over the USB ports when not in use and that keeps the dust out.  I just like this power strip! That being said,  I never hesitate to update my review should new info seem useful.",[],B06XXCN21T,B06XXCN21T,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1530941985743,0,True
5.0,Iphone 6 Plus case,"Husband works in the industrial industry and is, shall we say, &#34;hard' on phones and covers.  I will admit this order is a replacement for the same case he had for over 2 years.  But in all honesty, he dropped it from 25 feet to a cement landing.  The phone (and glass) were fine (He had to replace the screen cover) - the case itself has some hinges and one broke... soooo... I think it is fair to say that it did what it was supposed to do - PROTECT your phone.  it also has a slot for ID, credit cards a couple of cash bills... he sometimes has site IDs he has to carry around.  So he finds that extremely useful.  He also is a fan of orange.  So for him, when the last case broke, he had no hesitation in ordering a second.  I never hesitate to update a review if new info would seem useful... and I hope this review was helpful to you.",[],B018USBBD8,B018USBBD8,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1520790092696,1,True
5.0,samsung disk player,"Hooked up quickly... works great.  Had everything we needed, included.  Using in a spare bedroom.  Doesn't take up a bunch of space. Has a remote.  Easy to use.  So far, so good... but I never hesitate to update should new info seem useful.",[],B01MTR382M,B01MTR382M,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1517255875104,0,True
5.0,4 port USB charger,"Husband says this rapid charger is the best out there.  He travels A LOT.  This is his second one he's owned as the first one was stolen out of his rental vehicle (in a backpack).  As it is USB... depending the cord used you can charge both android and Apple products.  The prongs fold up for travel (he used a cord organizer).  Obviously, he would buy again.",[],B00VH8ENXE,B01414HRWE,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1502061447206,1,True
5.0,adjustable cell phone stand Anker,"I bought this because I have to sent lengthy emails from cell phone sometimes and so I attach a portable keyboard and use this stand to hold up my cell phone in a useful, hands-free position.  It works well.  It's about 3 1/2&#34; wide, the tray portion is about 2 3/4&#34; tall.  It holds my Samsung G7 vertically or horizontally WITH a slim case on it.  If you have a really thick case it might not fit in the little lower lip, but probably could still rest above it.  The base has two little rubber spots to help it stay put on slippery surfaces. You can set the easel back to any position that works using the side button (on the top of the easel - left hand side).  It is a flat black in color. The only other thing I could say about it is that is fairly heavy.  I had a pouch from something else and I drop into that to carry about. It adds significant weight to my purse, so I don't carry it everywhere.  It's sturdy!  I never hesitate to update my review should new info see useful.",[],B00N1VDCGO,B00N1VDCGO,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1501275082616,1,True
5.0,awesome,"So... I have the gold Galaxy 7... I really wanted a case that you could actually still see the gold color. AND wasn't super annoying to get on and off.  I had one that was similar to this one, but the print was on the outside and just &#34;rubbed&#34; off... Soo... right off the bat, this one is WAY ahead of the game with the pattern printed on the inside of the case... NO rub off.  Next, the corners are &#34;reinforced&#34;... they are a little taller than the rest of the case... protecting your corners.  I was at the store when my phone slipped from my hand onto the cement floor... about a 5' drop.  It landed on a corner and NO breakage!  Because the corners are higher than the main body it protects the front of the phone.  The plastic is a little rubbery feeling... It fits snugly but it is easy to put on and off.  I really love the case. I think it's going to last as long as I need it to.  I never hesitate to update my reviews should new info seem useful.",[],B01GCIEAKO,B01GCIEAKO,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1494224276000,33,True
4.0,"""Samsung"" Fast Charge Stand","We've all heard about counterfeit goods out there.... I really don't know if these are real or not... but here are my thoughts.... I purchased my first one of these at the Sprint Store when I purchased my Galaxy 7 a month ago. I do love the ease and FAST charging ability. My phone is fully charged in about 1 hour. I purchased the black, two of them through Amazon. They both arrived with WHITE cords.... odd..... ?? The cords have a mini usb tip on one side, you plug into the stand itself (or, in a pinch directly into your phone - although it wouldn't be a &#34;fast charge I don't think), the other end is a large usb tip that can be plugged into a computer, or other large usb charging receptacle OR to the wall unit that works in a regular plug in. The cord feels sturdy so it should last. It's about 2ft in length - just eyeballing it. It doesn't seem to effect the charging ability that the cord color doesn't match the base... I noticed that the one I purchased from Sprint had matching color cord... and is silent (there is a small fan). One of the these is a bit noisier - you can hear the fan every so often. So I just moved that one away from the bedroom. Honestly I am suspicious of them - ... but they do work and nothing has caught fire ... yet. I would use caution.",[],B01BMDQ9U8,B01BMDQ9U8,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1477786106000,1,True
4.0,Cell phone car holder,"I have a 2006 Lexus GX...  I wanted a holder for my phone that didn't use a magnet.  This holder fits that criteria. I have a Galaxy S7 and it fits nicely in the holder.  The holder itself is black.  It has a sticky, suction base.  The base has 2 adjustment spots...both are twist/screw type...  loosen, adjust and then tighten.  The top adjustment is like a ball swivel with a small amount of swivel.  The actual grabber area is interesting... you push in two tabs on opposite sides and the grippers pop open.  There is a &#34;button&#34; like knob in the center so that when you place your phone in the cradle it snaps the side pieces in place, grabbing and holding the phone.  I find that the side buttons sometimes are not very &#34;positive&#34; and you need to press them both equally at the same time or you will need to press the center button to reset and press again to get your phone positioned properly in the holding area.  There is also a loose, free moving bottom &#34;lip&#34; or &#34;edge&#34; that helps to hold the phone in place.  The circular base bottom is very, very sticky and has a reverse pressure lever.  It is VERY solid.<br />I was disappointed to see that the box I received had been opened and the item had been &#34;used.&#34;  That being said, it does work.  But I should have been sold a &#34;used&#34; product at a &#34;used price&#34; rather than the new price I paid.<br />I have included pics to help the honest buyer.  Also, my purchase is 100% independent and NOT compensated in any way. That's right - I searched this item out, on my own and bought it.  I never hesitate to update reviews if new info would be useful and I try to answer questions quickly.  Happy shopping for all.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aManXpkpL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aManXpkpL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aManXpkpL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71p97dWqJnL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71p97dWqJnL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71p97dWqJnL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71v5fguSppL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71v5fguSppL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71v5fguSppL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71wY6uqZP9L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71wY6uqZP9L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71wY6uqZP9L.jpg', 'attachment_type': 'IMAGE'}]",B007FH716W,B007FH716W,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1475391559000,9,True
5.0,"bulky, but effective.","Works... It's large though... and heavy... Not really convenient for a purse because of size and weight, however, my husband keeps in his brief case/laptop case.  He likes that it holds a charge for a long time, recharges quickly and charges devices quickly. I always update with any issues.",[],B00X5SP0HC,B06XQV5DDP,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1452478300000,0,True
4.0,Almost 5 stars,"These are actually quite handy.... they have little rubber stoppers (you apply them from a stamped pad that is included) and I do recommend you do that.  Otherwise they slip all over the place.  It folds flat so nicely you can easily carry in your purse to use when you're lunching alone and reading or shopping or playing a game... A couple of down notes... the adjustable angle lever does NOT stay in place well and it would be so cool if they would &#34;snap&#34; in to help them stay where you set them... also the ledge you set your device in (I have an LG4) is a slippery surface, so you if you have a plastic case (as I do) on your device, it will resist &#34;staying&#34; on the ledge... so a bigger ledge trough or silicone lining in the trough (?) would help a lot.  On the other hand, you're getting a bunch of these (9) in lots of wonderful colors, so the price is good.  Over all, it's handy.  With a few minor tweaks it could be a 5-star item in my opinion.  I will update with any wear or other issues to report.  They arrived quickly (I have prime) and in good condition.",[],B00XMK1RW0,B00XMK1RW0,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1448689889000,15,True
4.0,best yet,Oh... this is wonderfully easy.  I had one that took 2 hands to load your phone into.  I will say that the strength of the magnet is significantly reduced once you put it under your phone cover... ( I have an LG4).... but it still works.  I wish it came with 2 stands as I could use it in the house as well.  The stand sticks very well on the console... have not tried it on the windshield.  It's just really handy. I will update if there are any issues,[],B014UQRCTQ,B014UQRCTQ,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1448148164000,0,True
1.0,Would not purchase again,"As with other reviewers, I report that the case does read &#34;made in korea&#34; inside... probably NOT LG. The &#34;G4&#34; shown embossed in the ad picture is NOT on the case.  The sticker on the box says &#34;genuine OEM Original LG Leather.&#34;  Probably not.  And most likely NOT leather.  The outside is NOT at all &#34;soft&#34; as reported by another reviewer... at least mine is not.  It is textured and hard. It is &#34;matte&#34; finished, sort of leather &#34;like.&#34;  The inside is a plastic-like material, no way to really see if the outside is leather or just a textured plastic itself.  It does fit, all the slots and holes are accurate. I have a sparkle/clear outer case (purchased at the Sprint store when I got the phone) that I use over the whole backside that provides a rubber bumper that covers the edges completely and then the outer plastic cover also provides a &#34;lip&#34; that protects the glass if the phone is dropped.  The pink shows through nicely, tho it is a very light pink. I think the photo is fairly close to reality (at least to the one I received). In my opinion, you'll be paying $70 for a back that is worth about $5 and that is being very generous.  Honestly, I would pass unless you just really want the &#34;look&#34; they advertise on TV all the time.  However reviews are ALL subjective and personal.  Everyone should make choices and decide for themselves. I will update with any wear or other issues. I hope this has helped in some way even if you don't agree. Please let me know if there is any other info that would be helpful to you.",[],B011BBVJR4,B011BBVJR4,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1438014916000,5,True
4.0,works,"Hmmm.... this is probably meant for a GPS... but it DOES hold my LG L4 snuggly and securely.  I have a Lexus GX 470, the dash has a very slight texture and the washable &#34;sticky pad&#34;... stuck even with the slight texture.  It holds your cell sideways... so if you're using it like a GPS using google maps/drive or something like that it's just right.  Just depends how you like to see your phone.  I don't text while I drive, but sometimes use the speaker phone capability.  The red tabs are harder... not foam, but the jaws grip securely... at least for my phone which is slightly smaller than a Note.  There is a lever in the back that swivels the pincher... that's nice.  It is a two handed maneuver to get your phone in the jaws though. Hope that helps some.",[],B00Y9QWA1S,B00Y9QWA1S,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1434856070000,1,True
4.0,works,"This is a very interesting device. I purchased my first one at a travel/luggage store.  I initially tried it with the sticky pad that came with it.  I removed it and attached it with some sticky backed velcro so I could change the position per situation.  Works like a dream and stays right where I put it.  I purchased two more, one for my brother and the other for my nephew.  Both do a lot of traveling and use their GPS's a lot.  This is the perfect solution verses holding your phone in your free hand or in your lap.  I have a Samsung Galaxy 5 and I have not had ANY issues with my phone per the magnet... but I do have an outer phone cover.  I did not attach the magnet to the phone itself, just the additional outer case I had purchased.  I will update if there are any issues or concerns to report.",[],B00BAQKRHY,B0B6JW3P9J,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1433038147000,6,True
5.0,works and looks great,"Husband has the Nokia 1520 through his work.  He had a similar cover for his Samsung 3 and loved it.  He was really happy to see he could get one for the mandatory switch to Nokia.  He finds it easier to hold onto his phone, it is less slippery when on surfaces and clearly it protects the phone.  It's not like &#34;otterbox&#34; shock protection, but it will help with the bumps and some glass protection.  It is a smooth, matte black leather.  Very smart looking and functional",[],B00IF0TZAI,B00IF0TZAI,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1419450878000,0,True
4.0,"works, but color is flat brown","I highly recommend you get the &#34;bumper&#34; guard if you have an S5... the edges are highly scratchable and dent if you even slightly bump it.  The back is clear, the outer edges are actually a light brown, NOT gold, but it compliments the gold back &#34;ok.&#34;  Wish it was actually gold as the photo shows... the pic shows a slightly metalic looking gold edge... it's not... its a flat brown. The screen protector is a throw away.  The good news is that you don't effect the water resistance by adding this bumper. If you are not freaked out by the hiding the gold edge with a boring, flat baby poop brown edge and you want to maintain the water resistance factor, I recommend this bumper.",[],B00IN6T824,B00IN6T824,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1411235235000,0,True
4.0,so far so good,"It's funny because the instructions say to put a piece of paper inside and &#34;try it&#34; underwater first.  It IS a trick to seal properly but once you do, it's good.  While we didn't &#34;dunk&#34; our phones in the water, we use them are more of a water repellent than a dunker.  The stylus is really worthless.  It is a little tricky to use your finger, over the plastic, but that works better than they stylus.  Oh, we both have Samsung Galaxy 3s.",[],B00AK1GN4Q,B00AK1GN4Q,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1394991169000,0,True
1.0,TOTAL CRAP,"I bought this case because it had a high star rating.. WHAT where these people rating?? Certainly not the cover!!  Within 5 days the coating began to chip off from the edge and I've NEVER dropped it.  Seriously I think ALL these covers are probably crap, but you would certainly think it would last at least 6 months? Honestly these covers aren't worth FREE as a price. Stick with your stock cover, boring as it may be.  I did buy the silicon cover.  Haven't used it yet.  Wish this one would have lasted.<br />RUN AWAY!!!",[],B004054CYG,B004054CYG,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1317262727000,0,True
5.0,best phone I have owned,"I don't spend more than a hundred dollars on a cell phone, This by far is the best I have ever owned, bought four more for the rest of the family.",[],B071KZCTR8,B07FPH23P6,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1544987140017,0,True
5.0,this phone is the best phone I have ever owned,"I have trac fone and have had it for years, this phone is the best phone I have ever owned ... love it",[],B071FBVP5J,B071FBVP5J,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1529251820572,1,True
5.0,Dope,It’s real dope. Everything I dreamed of in a car phone holder.,[],B0B93CTCWF,B0C5XDW3YF,AGFUJ3EGB7VTLV3ZMKEZVRJHPA5Q,1675831421191,0,True
5.0,Ring,"Love the touch of Rhine stones in the ring, the color is very bright and doesn’t appear cheap looking. It’s sturdy supports my phone high enough for me to view sitting on a surface two different ways and still fits into my back pockets without peeling off when I remove it from my back pockets like the pop sockets do.",[],B07J9Q794H,B081BMNVKM,AHFURURV4H35BXUUTXYMJYA36CTQ,1619796224550,0,True
5.0,Case,I love that the case is clear and has the red on the edges and allows my red phone to shine through the large clear areas.,[],B07VQ6X7S2,B07VQ6X7S2,AHFURURV4H35BXUUTXYMJYA36CTQ,1601632979473,0,True
5.0,Tracker,Stand is a great addition for me it is a little tricky to push the tracker on without it pushing the tracker face out of the band.,[],B01H3WHNEI,B0C3733NYF,AHFURURV4H35BXUUTXYMJYA36CTQ,1588927137554,0,True
5.0,Case,Love the sparkle,[],B07CYQQHZ4,B07L9WLFZG,AHFURURV4H35BXUUTXYMJYA36CTQ,1579280556087,0,True
5.0,Case,I love the case,[],B07RB2SWX4,B07RB2SWX4,AHFURURV4H35BXUUTXYMJYA36CTQ,1569977854967,0,True
4.0,Four Stars,I like it sort of thick.,[],B017FZXEOG,B017FZXEOG,AHFURURV4H35BXUUTXYMJYA36CTQ,1470853412000,0,True
5.0,Five Stars,Love so much,[],B00FIP3CAW,B00FIP3CAW,AHFURURV4H35BXUUTXYMJYA36CTQ,1456323376000,0,True
5.0,Five Stars,I love this case.,[],B0187GLY26,B0187GLY26,AHFURURV4H35BXUUTXYMJYA36CTQ,1456323278000,0,True
4.0,Phone cases,"They are adorable 💕, however not very heavy or greatest quality, however I guess you're not paying for that, they are very reasonable. Gives a little protection. Would recommend.",[],B09S5TS4XY,B09S5TS4XY,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1667140822316,0,True
5.0,Oujietong Case for Unimax UMX U693CL Assurancewireless Case TPU Soft Cover DJS,"Absolutely love this case, very durable, made very well, easy to hold unto. Have had no problem with it peeling. Highly recommend.",[],B08FJ2Y2L9,B08FJ2Y2L9,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1620761075089,1,True
5.0,Best purchase of.bluetooth earpiece ever,Mic is great sound is great you should offer two package for those of us who listen to music and books while at work or driving,[],B01MQVMFUN,B09YLTP1KV,AFKSYG2XHOCLCVDDKEZMWQTFFG7A,1531740905254,1,True
5.0,Simple application!,"No brainer to apply!  Does it’s job. Dropped my brand new phone twice yesterday, it’s ALL good!",[],B095RQQTRF,B095RQQTRF,AFCHZEWYXBKTILVVSVCS73VVUY4Q,1670853404517,0,True
4.0,Sturdy/Reliable,"It does the job of protection, and I appreciate that fact!  It would be nice if the stand went both ways.",[],B0B1PGTMY4,B0B1PNRDH2,AFCHZEWYXBKTILVVSVCS73VVUY4Q,1670852981247,0,True
5.0,From Nebraska/ Go Huskers!,My husband loves it!,[],B079KNZ9XD,B079KNZ9XD,AH5L7ILVA6HYLZOUZIQAWNHVVK3A,1568784202530,0,True
